B1778,Mirror Driver Down Circuit Failure
B1779,Mirror Driver Down Circuit Open
B1780,Mirror Driver Down Circuit Short To Battery
B1781,Mirror Driver Down Short To Ground
B1782,Mirror Passenger Up Circuit Failure
B1783,Mirror Passenger Up Circuit Open
B1784,Mirror Passenger Up Circuit Short To Battery
B1785,Mirror Passenger Up Circuit Short To Ground
B1786,Mirror Passenger Down Circuit Failure
B1787,Mirror Passenger Down Circuit Open
B1788,Mirror Passenger Down Circuit Short To Battery
B1789,Mirror Passenger Down Circuit Short To Ground
B1790,Autolamp Sensor Input Circuit Failure
B1791,Autolamp Sensor Input Circuit Open
B1792,Autolamp Sensor Input Circuit Short To Battery
B1793,Autolamp Sensor Input Circuit Short To Ground
B1794,Lamp Headlamp Low-Beam Circuit Failure
B1795,Lamp Headlamp Low-Beam Circuit Open
B1796,Lamp Headlamp Low-Beam Circuit Short To Battery
B1797,Lamp Headlamp Low-Beam Circuit Short To Ground
B1798,Lamp Turn Signal Front Output Circuit Failure
B1799,Lamp Turn Signal Front Output Circuit Open
B1800,Lamp Turn Signal Front Output Circuit Short To Battery
B1801,Lamp Turn Signal Front Output Circuit Short To Ground
B1802,Lamp Turn Signal Rear Output Circuit Failure
B1803,Lamp Turn Signal Rear Output Circuit Open
B1804,Lamp Turn Signal Rear Output Circuit Short To Battery
B1805,Lamp Turn Signal Rear Output Circuit Short To Ground
B1806,Lamp Tail Output Circuit Failure
B1807,Lamp Tail Output Circuit Open
B1808,Lamp Tail Output Circuit Short To Battery
B1809,Lamp Tail Output Circuit Short To Ground
B1810,Lamp Backup Switch Input Circuit Failure
B1811,Lamp Backup Switch Input Circuit Open
B1812,Lamp Backup Switch Input Circuit Short To Battery
B1813,Lamp Backup Switch Input Circuit Short To Ground
B1814,Wiper Rear Motor Down Relay Coil Circuit Failure
B1815,Wiper Rear Motor Down Relay Coil Circuit Open
B1816,Wiper Rear Motor Down Relay Coil Circuit Short To Battery
B1817,Wiper Rear Motor Down Relay Coil Circuit Short To Ground
B1818,Wiper Rear Motor Up Relay Coil Circuit Failure
B1819,Wiper Rear Motor Up Relay Coil Circuit Open
B1820,Wiper Rear Motor Up Relay Coil Circuit Short To Battery
B1821,Wiper Rear Motor Up Relay Coil Circuit Short To Ground
B1822,Wiper Rear Park Sense Input Circuit Failure
B1823,Wiper Rear Park Sense Input Circuit Open
B1824,Wiper Rear Park Sense Input Circuit Short To Battery
B1825,Wiper Rear Park Sense Input Circuit Short To Ground
B1826,Wiper Rear High Limit Input Circuit Failure
B1827,Wiper Rear High Limit Input Circuit Open
B1828,Wiper Rear High Limit Input Circuit Short To Battery
B1829,Wiper Rear High Limit Input Circuit Short To Ground
B1830,Door Unlock Disarm Switch Circuit Failure
B1831,Door Unlock Disarm Switch Circuit Open
B1832,Door Unlock Disarm Switch Circuit Short To Battery
B1833,Door Unlock Disarm Switch Circuit Short To Ground
B1834,Door Unlock Disarm Output Circuit Failure
B1835,Door Unlock Disarm Output Circuit Open
B1836,Door Unlock Disarm Output Circuit Short To Battery
B1837,Door Unlock Disarm Output Circuit Short To Ground
B1838,Battery Saver Power Relay Circuit Failure
B1839,Wiper Rear Motor Circuit Failure
B1840,Wiper Front Power Circuit Failure
B1841,Wiper Front Power Circuit Open
B1842,Wiper Front Power Circuit Short To Battery
B1843,Wiper Front Power Circuit Short To Ground
B1844,Phone Handset Circuit Failure
B1845,Ignition Tamper Circuit Failure
B1846,Ignition Tamper Circuit Open
B1847,Ignition Tamper Circuit Short To Battery
B1848,Ignition Tamper Circuit Short To Ground
B1849,Climate Control Temperature Differential Circuit Failure
B1850,Climate Control Temperature Differential Circuit Open
B1851,Climate Control Temperature Differential Circuit Short To Battery
B1852,Climate Control Temperature Differential Circuit Short To Ground
B1853,Climate Control Air Temperature Internal Sensor Motor Circuit Failure
B1854,Climate Control Air Temperature Internal Sensor Motor Circuit Open
B1855,Climate Control Air Temperature Internal Sensor Motor Circuit Short To Battery
B1856,Climate Control Air Temperature Internal Sensor Motor Circuit Short To Ground
B1857,Climate Control On/Off Switch Circuit Failure
B1858,Climate Control A/C Pressure Switch Circuit Failure
B1859,Climate Control A/C Pressure Switch Circuit Open
B1860,Climate Control A/C Pressure Switch Circuit Short To Battery
B1861,Climate Control A/C Pressure Switch Circuit Short To Ground
B1862,Climate Control A/C Lock Sensor Failure
B1863,Ground ECU Circuit Open
B1864,Battery Power Supply ECU Circuit Failure
B1865,Battery Power Supply ECU Circuit Open
B1866,Battery Power Supply ECU Circuit Short To Battery
B1867,Battery Power Supply ECU Circuit Short To Ground
B1868,Lamp Air Bag Warning Indicator Circuit Failure
B1869,Lamp Air Bag Warning Indicator Circuit Open
B1870,Lamp Air Bag Warning Indicator Circuit Short To Battery
B1871,Passenger Air Bag Disable Module Fault
B1872,Turn Signal / Hazard Power Feed Circuit Short To Battery
B1873,Turn Signal / Hazard Power Feed Circuit Short To Ground
B1874,Cellular Phone Handset Not Present
B1875,Turn Signal / Hazard Switch Signal Circuit Failure
B1876,Seatbelt Driver Pretensioner Circuit Failure
B1877,Seatbelt Driver Pretensioner Circuit Open
B1878,Seatbelt Driver Pretensioner Circuit Short to Battery
B1879,Seatbelt Driver Pretensioner Circuit Short to Ground
B1880,Seatbelt Passenger Pretensioner Circuit Failure
B1881,Seatbelt Passenger Pretensioner Circuit Open
B1882,Seatbelt Passenger Pretensioner Circuit Short to Battery
B1883,Seatbelt Passenger Pretensioner Circuit Short to Ground
B1884,PAD Warning Lamp Inoperative
B1885,Seatbelt Driver Pretensioner Circuit Resistance Low on Squib
B1886,Seatbelt Passenger Pretensioner Circuit Resistance Low on Squib
B1887,Air Bag Driver Circuit Resistance Low or Shorted Together
B1888,Air Bag Passenger Circuit Resistance Low or Shorted Together
B1889,Passenger Airbag Disable Module Sensor Obstructed
B1890,PAD Warning Lamp Circuit Short to Battery
B1891,Air Bag Tone Warning Indicator Circuit Short to Battery
B1892,Air Bag Tone Warning Indicator Circuit Failure
B1893,GPS Antenna Open Circuit
B1894,Wiper Rear Motor Speed Sense Circuit Failure
B1895,Driver's / Passenger's Door Ajar Output Circuit Failure
B1896,Driver's / Passenger's Door Ajar Output Circuit Short to Battery
B1897,Horn Switch Circuit Failure
B1898,Chime Input #2 Circuit Short to Ground
B1899,Microphone Input Signal Circuit Open
B1900,Driver Side Airbag Fault
B1901,Air Bag Crash Sensor #1 Feed/Return Circuit Short To Ground
B1902,Air Bag Crash Sensor #1 Ground Circuit Failure
B1903,Air Bag Crash Sensor #1 Ground Circuit Short To Battery
B1904,Air Bag Crash Sensor #2 Feed/Return Circuit Failure
B1905,Air Bag Crash Sensor #2 Feed/Return Circuit Short To Battery
B1906,Air Bag Crash Sensor #2 Feed/Return Circuit Short To Ground
B1907,Air Bag Crash Sensor #2 Ground Circuit Failure
B1908,Air Bag Crash Sensor #2 Ground Circuit Short To Battery
B1909,Air Bag Crash Sensor #2 Ground Circuit Short To Ground
B1910,Air Bag Diagnostic Monitor Ground Circuit Failure
B1911,Air Bag Diagnostic Monitor Ground Circuit Short To Battery
B1912,Air Bag Diagnostic Monitor Ground Circuit Short To Ground
B1913,Air Bag Driver/Passenger Circuit Short To Ground
B1914,Air Bag Crash Sensors #1 / #2  Circuit Short To Ground
B1915,Air Bag Driver Circuit Failure
B1916,Air Bag Driver Circuit Short To Battery
B1917,Air Bag Memory Clear Circuit Failure
B1918,Air Bag Memory Clear Circuit Open
B1919,Air Bag Memory Clear Circuit Short To Battery
B1920,Air Bag Passenger Circuit Failure
B1921,Air Bag Diagnostic Monitor Ground Circuit Open
B1922,Air Bag Safing Sensor Output Circuit Short To Battery
B1923,Air Bag Memory Clear Circuit Short To Ground
B1924,Air Bag Internal Diagnostic Monitor Fault or System Disarm Fault
B1925,Air Bag Passenger Circuit Short To Battery
B1926,Air Bag Passenger Pressure Switch Circuit Failure
B1927,Passenger Side Airbag Fault
B1928,Air Bag Safing Sensor Output Circuit Failure
B1929,Air Bag Safing Sensor Output Circuit Open
B1930,Air Bag Safing Sensor Output Circuit Short To Ground
B1931,Air Bag Crash Sensor #1 Feed/Return Circuit Failure
B1932,Air Bag Driver Circuit Open
B1933,Air Bag Passenger Circuit Open
B1934,Air Bag Driver Inflator Circuit Resistance Low on Squib
B1935,Air Bag Passenger Inflator Circuit Resistance Low on Squib
B1936,Air Bag Driver Circuit Short To Ground
B1937,Air Bag Passenger Pressure Switch Circuit Open
B1938,Air Bag Passenger Circuit Short To Ground
B1939,Air Bag Passenger Pressure Switch Circuit Short To Ground
B1941,Air Bag Crash Sensor #1 Feed/Return Circuit Open
B1942,Air Bag Crash Sensor #2 Feed/Return Circuit Open
B1943,Air Bag Crash Sensor #1 Ground Circuit Short To Ground
B1944,Air Bag Crash Sensor #1 Ground Circuit Open
B1945,Air Bag Crash Sensor #2 Ground Circuit Open
B1946,Climate Control A/C Post Evaporator Sensor Circuit Failure
B1947,Climate Control A/C Post Evaporator Sensor Circuit Short To Ground
B1948,Climate Control Water Temperature Sensor Circuit Failure
B1949,Climate Control Water Temperature Sensor Circuit Short To Ground
B1950,Seat Rear Up/Down Potentiometer Feedback Circuit Failure
B1951,Seat Rear Up/Down Potentiometer Feedback Circuit Open
B1952,Seat Rear Up/Down Potentiometer Feedback Circuit Short To Battery
B1953,Seat Rear Up/Down Potentiometer Feedback Circuit Short To Ground
B1954,Seat Front Up/Down Potentiometer Feedback Circuit Failure
B1955,Seat Front Up/Down Potentiometer Feedback Circuit Open
B1956,Seat Front Up/Down Potentiometer Feedback Circuit Short To Battery
B1957,Seat Front Up/Down Potentiometer Feedback Circuit Short To Ground
B1958,Seat Recline Forward/Backward Potentiometer Feedback Circuit Failure
B1959,Seat Recline Forward/Backward Potentiometer Feedback Circuit Open
B1960,Seat Recline Forward/Backward Potentiometer Feedback Circuit Short To Battery
B1961,Seat Recline Forward/Backward Potentiometer Feedback Circuit Short To Ground
B1962,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Failure
B1963,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Open
B1964,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Short To Battery
B1965,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Short To Ground
B1966,A/C Post Heater Sensor Circuit Failure
B1967,A/C Post Heater Sensor Circuit Short To Ground
B1968,A/C Water Pump Detection Circuit Failure
B1969,A/C Clutch Magnetic Control Circuit Failure
B1970,Passenger Seatback Forward Switch Circuit Short to Ground
B1971,Passenger Seatback Rearward Switch Circuit Short to Ground
B1972,Passenger Rear Seat Up Switch Circuit Short to Battery
B1973,Passenger Rear Seat Down Switch Circuit Short to Battery
B1974,Passenger's Seat Recline Forward Switch Circuit Short to Battery
B1975,Passenger's Seat Recline Back Switch Circuit Short to Battery
B1976,Passenger's Seat Forward Switch Circuit Short to Battery
B1977,Passenger's Front Seat Up Switch Circuit Short to Battery
B1978,Passenger's Front Seat Down Switch Circuit Short to Battery
B1979,Passenger Seat Rearward Switch Circuit Short to Battery
B1980,Bulb - Outage Condition Detected
B1981,Memory Off Switch Circuit Short to Battery
B1982,Driver's Door Unlock Relay Circuit Failure
B1983,Driver's Door Unlock Relay Circuit Short to Battery
B1984,Seat Switch Lumbar Inflate Circuit Failure
B1985,Seat Switch Lumbar Deflate Circuit Failure
B1986,Driver's Seat Seatback Autoglide Rearward Switch Circuit Failure
B1987,Pedal Forward / Rearward Motor Stalled
B1988,Pedal Position Forward Switch Circuit Short to Battery
B1989,Pedal Position Rearward Switch Circuit Short to Battery
B1990,Pedal Forward / Rearward Potentiometer Feedback Circuit Failure
B1991,Pedal Forward / Rearward Potentiometer Feedback Circuit Short to Battery
B1992,Driver Side, Side mount Airbag Circuit Short to Vbatt
B1993,Driver Side, Side mount Airbag Circuit Short to Ground
B1994,Driver Side, Side mount Airbag Circuit Open
B1995,Driver Side, Side mount Airbag Low resistance on Squib
B1996,Passenger Side, Side mount Airbag Circuit Short to Vbatt
B1997,Passenger Side, Side mount Airbag Circuit Short to Ground
B1998,Passenger Side, Side mount Airbag Circuit Open
B1999,Passenger Side, Side mount Airbag Low resistance on Squib
B2100,Door Driver Key Cylinder Switch Failure
B2101,Head Rest Switch Circuit Failure
B2102,Antenna Circuit Short to Ground
B2103,Antenna Not Connected
B2104,Door Passenger Key Cylinder Switch Failure
B2105,Throttle Position Input Out of Range Low
B2106,Throttle Position Input Out of Range High
B2107,Front Wiper Motor Relay Circuit Short to Vbatt
B2108,Trunk Key Cylinder Switch Failure
B2109,Heated Wind Shield Relay Short to Vbatt (changed from Failure 2/6/97)
B2110,Front Wiper Motor Relay Circuit Open (changed from Failure 2/6/97)
B2111,All Door Lock Input Short to Ground
B2112,Door Driver Set Switch Stuck Failure
B2113,Heated Windshield Input Short to Ground
B2114,Front Washer Input Short to Ground
B2115,Rear Washer Input Short to Ground
B2116,Door Driver Reset Switch Stuck Failure
B2117,Driver Side, Side mount Airbag Low capacitance on Squib
B2118,Passenger Side, Side mount Airbag Low capacitance on Squib
B2119,Compressor Failure
B2120,Door Passenger Set Switch Stuck Failure
B2122,Driver Side Satellite Communication Circuit Short to Ground
B2123,Passenger Side Satellite Communication Circuit Short to Ground
B2124,Door Passenger Reset Switch Stuck Failure
B2128,Central Lock Motor Failure
B2129,Central Lock Feedback Failure
B2130,Double Lock Timeout Failure
B2131,Double Lock Feedback Failure
B2132,Dimmer switch Circuit Short to Gnd
B2133,Brake Motor Warning lamp Circuit Failure
B2134,Brake Motor Warning lamp Circuit Short to Vbatt
B2135,Park Brake Applied Warning Lamp Circuit Failure
B2136,Park Brake Applied Warning Lamp Circuit Short To Battery
B2139,Data Mismatch (receive data does not match what was expected)
B2141,NVM Configuration Failure
B2142,NVM TIC Failure
B2143,NVM Memory Failure
B2144,NVM Alarm Data Failure
B2145,NVM RF HR Failure
B2146,Seat Recline Motor Position Out of Range
B2148,PWM Input Circuit Failure
B2149,Seat Front Vertical Motor Position Out of Range
B2150,Power Supply #1 Circuit Short to Ground
B2151,Power Supply #2 Circuit Short to Ground
B2152,Seat Rear Vertical Motor Position Out of Range
B2153,Rear Echo Sensor Circuit Failure
B2154,Front Echo Sensor Circuit Failure
B2155,Seat Horizontal Motor Position Out of Range
B2156,Rear Doppler Sensor Circuit Failure
B2157,Front Doppler Sensor Circuit Failure
B2158,Seat Recline Motor Memory Position Out of Range
B2159,Memory #1 output Short to Ground
B2160,Memory #1 output Short to VBatt
B2161,Seat Front Vertical Motor Memory Position Out of Range
B2162,Data Mismatch #2 (receive data does not match what was expected)
B2163,Clutch Position Fault
B2164,Seat Rear Vertical Motor Memory Position Out of Range
B2165,Gear shift position Fault
B2166,Gear select position Fault
B2167,Seat Horizontal Motor Memory Position Out of Range
B2168,Unable to confirm Unlock Condition
B2169,Unable to confirm lock Condition
B2170,Steering Column Lock Switch Circuit Failure
B2172,Inertia Switch input Circuit Open
B2174,Window Driver Rear Remote Up Switch Short to Battery
B2175,A/C Request Signal Circuit Short to Ground
B2176,Overdrive switch circuit short to Vbatt
B2177,Interior Scanning Sensor Circuit Failure
B2178,Window Driver Rear Remote Down Switch Short to Battery
B2179,Front Wiper Select Switch A Short to Ground
B2180,Front Wiper Select Switch B Short to Ground
B2181,Front Wiper Select Switch C Short to Ground
B2182,Window Passenger Front Remote Up Switch Short to Battery
B2183,Front Wiper Select Switch H Short to Ground
B2184,Front Wiper Select Switch W Short to Ground
B2185,Rear Wiper Select Switch D Short to Ground
B2186,Window Passenger Front Remote Down Switch Short to Battery
B2187,Rear Wiper Select Switch B Short to Ground
B2188,Rear Wiper Select Switch E Short to Ground
B2190,Window Passenger Rear Remote Up Switch Short to Battery
B2194,Window Passenger Rear Remote Down Switch Short to Battery
B2195,Driver Window  Up / Down Power Circuit Short to Ground
B2196,Passenger Window Up / Down Power Circuit Short to Ground
B2197,TV Module Error
B2198,TrafficMaster Module Error
B2199,VICS Module Error
B2200,No Communication to TV Module (No Fitting of TV)
B2201,No Communication With Traffic MasterModule
B2202,No Communication to VICS Module (No Fitting of VICS)
B2203,CD-ROM Error
B2204,GPS Antenna Connection Open or Short
B2205,GPS Receiver Error
B2206,Gyroscope Error
B2207,ECU ROM Checksum Error
B2208,Communication Link to Display and Switch Module Error
B2209,Interior Lamp Override Switch Open Circuit
B2210,Interior Lamp Override Switch Short to Ground
B2211,Low Coolant Lamp Output Circuit Short to Battery
B2214,Window Passenger Front Up Switch Short to Battery
B2215,Window Passenger Front Down Switch Short to Battery
B2219,Window Driver Front Current Feedback Exceeded
B2220,Window Driver Rear Current Feedback Exceeded
B2221,Window Passenger Front Current Feedback Exceeded
B2222,Window Passenger Rear Current Feedback Exceeded
B2223,Mirror Driver Drive Circuit Failure
B2224,Mirror Passenger Drive Circuit Failure
B2225,Front Crash Sensor Mount Fault
B2226,Front Crash Sensor Internal Fault
B2227,Front Crash Sensor Driver Communications Fault
B2228,Air Bag Driver Circuit Short to Ground - Loop #2
B2229,Air Bag Passenger Circuit Short to Ground - Loop #2
B2230,Air Bag Driver Circuit Short to Battery - Loop #2
B2231,Air Bag Passenger Circuit Short to Battery - Loop #2
B2232,Air Bag Driver Circuit Open - Loop #2
B2233,Air Bag passenger Circuit Open - Loop #2
B2234,Air Bag Driver Inflator Circuit Resistance Low on Squib - Loop #2
B2235,Air Bag Passenger Inflator Circuit
B2236,Weak or Defected Electric Vehicle Battery Module Fault
B2237,Vehicle Signal indicating Park While VSS Present
B2238,Power Cable For Power Sliding Door Broken
B2239,Rear Cargo Door Set Switch Stuck (Short to Ground)
B2240,Rear Cargo Door Reset Switch Stuck (Short to Ground)
B2241,Rear Cargo Door Lock Circuit Short to Ground
B2242,Rear Cargo Door Unlock Circuit Open
B2243,Driver Rear Door Ajar Circuit Open
B2244,Driver Sliding Door Ajar Circuit Short to GND
B2245,Passenger Rear Door Ajar Circuit Open
B2246,Passenger Sliding Door Ajar Circuit Short to GND
B2247,EV Battery Pack Temperature Fault
B2248,Heated Windshield Relay Coil Circuit Failure
B2249,Head Lamp Relay Coil Short to Battery
B2250,All Doors Unlock Relay Circuit Failure
B2251,Parklamp Output Relay Driver Circuit Failure
B2252,Parklamp Output Relay Dirver Short to Battery
B2300,Seat Driver Memory Position Error
B2301,Seat Passenger Memory Position Error
B2302,Seat Headrest Feedback Potentiometer Circuit Failure
B2303,Seat Headrest Feedback Potentiometer Circuit Open
B2304,Seat Headrest Feedback Potentiometer Circuit Short to Battery
B2305,Seat Headrest Feedback Potentiometer Circuit Short to Ground
B2306,Seat Headrest Motor Stalled
B2310,Mirror Driver Memory Position Error
B2311,Mirror Passenger Memory Position Error
B2312,Mirror Passenger Horizontal Feedback Potentiometer Circuit Failure
B2313,Mirror Passenger Horizontal Feedback Potentiometer Circuit Open
B2314,Mirror Passenger Horizontal Feedback Potentiometer Circuit Short to Battery
B2315,Mirror Passenger Horizontal Feedback Potentiometer Circuit Short to Ground
B2316,Mirror Passenger Vertical Feedback Potentiometer Circuit Failure
B2317,Mirror Passenger Vertical Feedback Potentiometer Circuit Open
B2318,Mirror Passenger Vertical Feedback Potentiometer Circuit Short to Battery
B2319,Mirror Passenger Vertical Feedback Potentiometer Circuit Short to Ground
B2320,Mirror Driver Horizontal Feedback Potentiometer Circuit Failure
B2321,Mirror Driver Horizontal Feedback Potentiometer Circuit Open
B2322,Mirror Driver Horizontal Feedback Potentiometer Circuit Short to Battery
B2323,Mirror Driver Horizontal Feedback Potentiometer Circuit Short to Ground
B2324,Mirror Driver Vertical Feedback Potentiometer Circuit Failure
B2325,Mirror Driver Vertical Feedback Potentiometer Circuit Open
B2326,Mirror Driver Vertical Feedback Potentiometer Circuit Short to Battery
B2327,Mirror Driver Vertical Feedback Potentiometer Circuit Short to Ground
B2328,Column Reach Feedback Potentiometer Circuit Failure
B2329,Column Reach Feedback Potentiometer Circuit Open
B2330,Column Reach Feedback Potentiometer Circuit Short to Battery
B2331,Column Reach Feedback Potentiometer Circuit Short to Ground
B2332,Column Tilt Feedback Potentiometer Circuit Failure
B2333,Column Tilt Feedback Potentiometer Circuit Open
B2334,Column Tilt Feedback Potentiometer Circuit Short to Battery
B2335,Column Tilt Feedback Potentiometer Circuit Short to Ground
B2336,Mirror Switch Assembly Circuit Failure
B2337,Mirror Switch Assembly Circuit Open
B2338,Mirror Switch Assembly Circuit Short to Battery
B2339,Mirror Switch Assembly Circuit Short to Ground
B2340,Column Reach Motor Stalled
B2341,Column Tilt Motor Stalled
B2342,Seat Switch Reference Voltage Positive Common Open Circuit
B2343,Seat Switch Reference Voltage Positive Common Supply Low Voltage
B2344,Seat Switch Reference Voltage Positive Common Supply Voltage Fault
B2345,Seat Switch Reference Voltage Negative Common Open Circuit
B2346,Mirror Switch Reference Voltage Positive Common Open Circuit
B2347,Mirror Switch Reference Voltage Positive Common Supply Low Voltage
B2348,Mirror Switch Reference Voltage Positive Common Supply Voltage Fault
B2349,Mirror Switch Reference Voltage Negative Common Open Circuit
B2350,Steering Column Switch Circuit Short to Battery
B2351,Steering Column Switch Circuit Failure
B2352,Driver Memory Power Switch Indicator Circuit Short to Battery
B2353,Driver Mirror Power Driver Circuit Short Ground
B2354,Driver Mirror Horizontal / Vertical Feedback Potentiometer Circuit Open
B2355,Passenger Mirror Horizontal / Vertical Feedback Potentiometer Circuit Open
B2357,Driver Window Down Current Sense Low Circuit Failure
B2362,Remote Open/Close signal Circuit Short to Ground
B2363,Optical Sensor System Failure
B2364,Fuel Filler Door Circuit Open
B2365,B-pillar Power Sliding Door Open/Close Switch Input Ckt Short to Gnd
B2366,IP Power Sliding Door Open/Close switch Ckt Short to Gnd
B2367,Power Sliding Door Override Switch Input Ckt Short to Gnd
B2368,Steering Column Switch Circuit Out of Range
B2369,Chime OUTPUT Request Ckt Short to Ground
B2373,LED #1 Circuit Short to Battery
B2374,Power Sliding Detent (Latch) Circuit  Failure
B2380,Heater Coolant Temp sensor circuit Short to GND
B2381,Heater Coolant Temp sensor circuit Open
B2384,Audio Reverse Aid Mute Input Ckt Failure
B2385,Audio Navigation Mute Input Ckt  Failure
B2401,Audio Tape Deck Mechanism Fault
B2402,Audio CD/DJ Thermal Shutdown Fault
B2403,Audio CD/DJ Internal Fault
B2404,Audio Steering Wheel Switch Circuit Fault
B2405,Audio Single-Disc CD Player Thermal Shutdown Fault
B2406,Audio Single-Disc CD Player Internal Fault
B2416,Climate Control Recirculation Actuator Out of Limits
B2425,Remote Keyless Entry Out of Synchronization
B2426,Passenger Solar Radiation Sensor  Circuit Open
B2427,Passenger Solar Radiation Sensor  Circuit Short to Ground
B2428,A/C Post Heater Sensor #2 Circuit Failure
B2429,A/C Post Heater Sensor #2 Circuit Short to Ground
B2431,Transponder Programming Failed
B2432,Drivers Seat Belt Buckle Switch Circuit Open
B2433,Drivers Seat Belt Buckle Switch Circuit Short to Battery
B2434,Drivers Seat Belt Buckle Switch Circuit Short to Ground
B2435,Drivers Seat Belt Buckle Switch Resistance out of Range
B2436,Passengers Seat Belt Buckle Switch Circuit Open
B2437,Passengers Seat Belt Buckle Switch Circuit Short to Battery
B2438,Passengers Seat Belt Buckle Switch Circuit Short to Ground
B2439,Passengers Seat Belt Buckle Switch Resistance out of Range
B2440,Passenger Side, Side crash sensor mount fault
B2441,Driver Side, Side crash sensor mount fault
B2442,Intrusion Sensor Fault
B2443,Powertrain Performance Mode Switch Circuit failure
B2444,Driver Side Crash Sensor Internal Fault
B2445,Passenger Side Crash Sensor Internal Fault
B2446,RESCU/VEMS Input Circuit Open
B2447,RESCU/VEMS Input Circuit Short to Battery
B2448,RESCU/VEMS Input Circuit Short to Ground
B2449,Aux Heater Glow Plug Circuit Short to Ground
B2450,Aux Heater Glow Plug Circuit Open
B2451,Aux Heater Fuel Pump Circuit Short to Ground
B2452,Aux Heater Fuel Pump Circuit Open
B2453,Aux Heater Blower Fan Circuit Short to Ground
B2454,Aux Heater Blower Fan Circuit Open
B2455,Aux Heater Blower Faulted
B2456,Aux Heater Coolant Sensor Circuit Short to Ground
B2457,Aux Heater Coolant Sensor Circuit Open
B2458,Aux Heater Overheat Sensor Circuit Short to Ground
B2459,Aux Heater Overheat Sensor Circuit Open
B2460,Aux Heater Flame Sensor Circuit Short to Ground
B2461,Aux Heater Flame Sensor Circuit Open
B2462,Aux Heater Flame Out Fault
B2463,Aux Heater Overheat Fault
B2464,Aux Heater Start Time Exceeded
B2465,Aux Heater Start Counter Overrun/System Locked (same as below ?)
B2466,Aux Heater Overheat Counter Overrun/System Locked
B2467,Aux Heater Cool Down Time Exceeded (may be con to a453-5 )
B2468,Aux Heater Coolant Pump Circuit Short to Ground
B2469,Aux Heater Coolant Pump Circuit Open
B2470,Interior Fan Control Circuit Short to Ground
B2471,Interior Fan Control Circuit Open
B2472,Fog Lamp Switch  Failure
B2473,Passenger Door Disarm Switch ckt Short to Ground
B2474,Passenger Door Lock Switch Circuit Shorted to Ground
B2475,Passenger Door Unlock Switch Circuit Shorted to Ground
B2476,RADIO PRESENT SWITCH Ckt Failure
B2477,Module Configuration Failure
B2478,ANTI THEFT INPUT SIGNAL SHORT TO GROUND
B2479,BRAKE PARK SWITCH CIRCUIT SHORT TO GROUND
B2480,LF CORNER LAMP OUTPUT Ckt Short to Battery
B2481,Convertible Top Up/Down switch Fault
B2482,RF CORNER LAMP OUTPUT Ckt Short to Battery
B2483,Enable Signal Open Circuit
B2484,Disable Signal Short to Ground
B2485,LF SIDE REPEATER LAMP OUTPUT Ckt Short to Battery
B2487,RF SIDE REPEATER LAMP OUTPUT Ckt Short to Battery
B2489,UNDERHOOD LAMP OUTPUT CIRCUIT Failure
B2490,UNDERHOOD LAMP OUTPUT CIRCUIT Short to Battery
B2491,RF PARK LAMP OUTPUT CIRCUIT Short to Battery
B2492,Already Programmed (Test Mode DTC Only !!!)
B2493,LF PARK LAMP OUTPUT CIRCUIT Short to Battery
B2494,ANTI THEFT HORN OUTPUT CIRCUIT Short to Batt
B2495,ANTI THEFT HORN OUTPUT CIRCUIT Failure
B2496,ANTI THEFT HORN OUTPUT CIRCUIT Short to Gnd
B2499,COURTESY LAMP OUTPUT Failure
B2500,COURTESY LAMP OUTPUT Ckt Short to Battery
B2501,LF LAMP LOW BEAM CIRCUIT Failure
B2502,LF LAMP LOW BEAM CIRCUIT Short to Battery
B2503,RF LAMP LOW BEAM CIRCUIT Failure
B2504,RF LAMP LOW BEAM CIRCUIT Short to Battery
B2505,LF LAMP HIGH BEAM CIRCUIT Failure
B2506,LF LAMP HIGH BEAM CIRCUIT Short to Battery
B2507,RF LAMP HIGH BEAM CIRCUIT Failure
B2508,RF LAMP HIGH BEAM CIRCUIT Short to Battery
B2509,Rear Fog Lamp Switch Circuit Failure
B2510,Main Blower Motor Relay Circuit Short to Battery
B2511,Horn Output Relay Circuit Short to Battery
B2512,Front Fog Lamp Relay Ckt Short to Battery
B2513,Blower (Fan) Circuit Failure
B2514,Blower (Fan) Circuit Short to Vbatt
B2515,Heater Blower Relay Circuit Failure
B2516,Blower Control Circuit Failure
B2517,Emergency Power Off System Faulted
B2518,Compressor Overtemp Fault
B2519,High Mount Stop Lamp Circuit Failure
B2520,High Mount Stop Lamp Circuit Short to Battery
B2523,License Lamp Circuit Failure
B2524,License Lamp Circuit Short to Battery
B2525,Left Rear Backup Lamp Circuit Failure
B2526,Left Rear Backup Lamp Circuit Short to Battery
B2527,Left Rear Stop lamp Circuit Failure
B2528,Left Rear Stop lamp Circuit Short to Battery
B2529,Left Rear  Turn Lamp Circuit Failure
B2530,Left Rear Turn Lamp Circuit Short to Battery
B2531,Right Rear Backup Lamp Circuit Failure
B2532,Right Rear Backup Lamp Circuit Short to Battery
B2533,Right Rear Stop lamp Circuit Failure
B2534,Right Rear Stop lamp Circuit Short to Battery
